detail.requirements,detail.main_tasks,detail.preferred_points
"• 2년 이상의 백엔드 개발 경력 또는 이에 준하는 완성도 높은 결과물 구현 능력
• Elixir에 대한 깊은 언어적 이해 및 ErlangVM (BEAM)에 대한 기초적인 지식
• 비즈니스 요구사항에 따른 RDBMS, Cache, Data Structure 설계 경험
• Phoenix 프레임워크와 GenServer, GenStage 등을 이용하여 웹 서비스를 개발해본 경험
• Linux 기반 운영체제에 대한 이해와 기본적인 명령어 활용 능력
• Docker 를 활용한 개발 및 배포 경험
• AWS Cloud 환경에 대한 이해와 서비스 배포 경험
• 언어와 환경에 구애 받지 않고 가장 적합한 스택을 기반으로 서비스를 구축할 수 있는 능력

[publ 핵심 기술 스택]
• Elixir, Typescript, Modern Javascript(ES6+)
• Phoenix, Nest.js, Express, Fastify, 그 외 각 Microservice에 적합한 기술 스택 
• Postgresql, Redis
• Kafka, RabbitMQ, Elastic Search
• Terraform (IaC), AWS
• ECS, Fargate, Elastic Beanstalk, Docker
• Bitbucket, Bitbucket Pipeline (CI/CD)","백엔드 개발자는 다음 분야들 중 일부를 담당하며 신규 개발 및 유지보수를 수행합니다.

[코어 서비스 개발 분야]
• 셀러를 위한 웹 빌더 서비스의 관리 API 개발
• 빌링 / 페이먼트 등 결제 및 정산 시스템 개발
• 사용자 세그먼트와 통계 관리 시스템 개발
• 프로모션과 Notification 관리 시스템 개발
• 각 서비스 모듈에 대한 사용량 계측 및 모니터링 시스템 개발
• 그 외 서비스 운영 또는 BI를 위한 어드민 개발

[부가 서비스 개발 분야]
• 예약 / 티켓팅 등 스케쥴 기반 비즈니스 관련 서비스 모듈 개발
• 페이지 에디터 엔진 및 핵심 알고리즘 모듈 개발
• 실물 상품 커머스 관련 서비스 모듈 개발","• 컴퓨터공학 전공자로서 자료구조, 네트워크, 운영체제, 파일시스템, 알고리즘에 대한 이해
• E-Commerce, Payment, 통계 중 하나 이상의 도메인을 깊이 다뤄본 경험
• Ruby On Rails, NestJS 등 1개 이상의 다른 스택을 이용해 서버를 개발해본 경험
• Nginx 를 활용하여 reverse proxy 또는 간단한 dns 서버를 개발해본 경험
• 서비스 설계부터 개발, 출시, 운영까지 A to Z에 대한 경험

[이런 분을 찾습니다.]
• 합리적 사고를 바탕으로 수평적인 의견 교환이 가능한 분
• 문제 인식과 목적의식이 뚜렷한 분
• 사용자의 워크플로우에서 기술적 요구사항을 도출하고, 고차원적인 해결 방안을 모색할 수 있는 분
• 코드와 문서를 통해 효과적으로 소통하는 분
• 표준과 컨벤션을 중시하며, 해외 기술 문서를 즐겨 읽는 분
• 개발에 대한 열정이 가득하고, 개발 이야기를 나누는 것을 즐기는 분"
"• 2년 이상의 백엔드 개발 경력 또는 이에 준하는 완성도 높은 결과물 구현 능력
• Modern Javascript(ES6+)에 대한 깊은 언어적 이해 및 Typescript를 다뤄본 경험
• 비즈니스 요구사항에 따른 RDBMS, Cache, Data Structure 설계 경험
• NestJS 또는 Node 기반 프레임워크를 이용하여 웹 서비스를 개발해본 경험
• Linux 기반 운영체제에 대한 이해와 기본적인 명령어 활용 능력
• Docker 를 활용한 개발 및 배포 경험
• AWS Cloud 환경에 대한 이해와 서비스 배포 경험
• 언어와 환경에 구애 받지 않고 가장 적합한 스택을 기반으로 서비스를 구축할 수 있는 능력

[publ 핵심 기술 스택]
• Typescript, Modern Javascript(ES6+), Elixir
• Nest.js, Express, Fastify, 그 외 각 Microservice에 적합한 기술 스택 
• Postgresql, Redis
• Kafka, RabbitMQ, Elastic Search
• Terraform (IaC), AWS
• ECS, Fargate, Elastic Beanstalk, Docker
• Bitbucket, Bitbucket Pipeline (CI/CD)","백엔드 개발자는 다음 분야들 중 일부를 담당하며 신규 개발 및 유지보수를 수행합니다.

[코어 서비스 개발 분야]
• 셀러를 위한 웹 빌더 서비스의 관리 API 개발
• 빌링 / 페이먼트 등 결제 및 정산 시스템 개발
• 사용자 세그먼트와 통계 관리 시스템 개발
• 프로모션과 Notification 관리 시스템 개발
• 각 서비스 모듈에 대한 사용량 계측 및 모니터링 시스템 개발
• 그 외 서비스 운영 또는 BI를 위한 어드민 개발

[부가 서비스 개발 분야]
• HLS, DASH를 이용한 라이브 또는 VOD 스트리밍 관련 서비스 모듈 개발
• 채팅 / WebRTC / Notification 등 실시간 커뮤니케이션 관련 서비스 모듈 개발
• 예약 / 티켓팅 등 스케쥴 기반 비즈니스 관련 서비스 모듈 개발
• 페이지 에디터 엔진 및 핵심 알고리즘 모듈 개발
• 실물 상품 커머스 관련 서비스 모듈 개발","• 컴퓨터공학 전공자로서 자료구조, 네트워크, 운영체제, 파일시스템, 알고리즘에 대한 이해
• E-Commerce, Payment, 통계 중 하나 이상의 도메인을 깊이 다뤄본 경험
• Elixir & Phoenix 를 다루어 서버를 개발해본 경험 또는 해당 스택으로의 개발 경험을 쌓고자 하는 분
• Nginx 를 활용하여 reverse proxy 또는 간단한 dns 서버를 개발해본 경험
• 서비스 설계부터 개발, 출시, 운영까지 A to Z에 대한 경험

[이런 분을 찾습니다.]
• 합리적 사고를 바탕으로 수평적인 의견 교환이 가능한 분
• 문제 인식과 목적의식이 뚜렷한 분
• 사용자의 워크플로우에서 기술적 요구사항을 도출하고, 고차원적인 해결 방안을 모색할 수 있는 분
• 코드와 문서를 통해 효과적으로 소통하는 분
• 표준과 컨벤션을 중시하며, 해외 기술 문서를 즐겨 읽는 분
• 개발에 대한 열정이 가득하고, 개발 이야기를 나누는 것을 즐기는 분"
"• 5년~8년 이하 백엔드 개발 경력 보유자
• 하나 이상의 언어와 웹 프레임워크에 대한 깊은 이해 보유자 (Kotlin/Spring Boot 선호, 단 필수 아님)
• 테스트 코드 작성 경험이 충분하며, 코드 품질에 대한 기준이 분명한 분
• 빠르게 실행하고 피드백 루프를 만드는 것에 익숙한 분
• AI 도구(AI Agent, LLM 등)를 활용한 개발 경험 또는 학습에 적극적이신 분

*특정 연령집단의 고용유지 지원을 위한 채용 건 (연령차별금지법 제4조의5-차별금지의 예외)","• 기존 서비스의 레거시 코드 리팩토링 및 효율화 작업
    - 스케줄·배차, 청구·정산 등 핵심 비즈니스 로직 정비 및 자동화 설계 주도
• 비즈니스 모델 고도화를 위한 개발 파이프라인 설계
    - 서비스 구조/기능 단위의 아키텍처 설계 및 리딩
    - 새로운 기능 구현 및 내부 운영 프로세스 자동화
• AI 기반 기능 기획 및 구현
    - LLM, AI Agent 등 AI 기술을 활용한 실험 및 적용","• 제품 기획부터 상용화까지, 서비스 아키텍처 설계/개발/구축 경험
   (적정 기술 선택, 고가용성 설계, 분산 시스템 설계, 성능 최적화 등)
• 상용 서비스 운영/유지보수/고도화/아키텍처 개선 경험
   (안정성 강화, 장애 대응, 확장성 개선 등)
• 다양한 AWS 관리형 서비스를 실제 서비스에 효과적으로 활용해 본 경험
• 자동화 프레임워크를 활용한 코드 품질 및 안정성 확보 경험
• 오픈소스 프로젝트에 기여하거나 활발한 기술 커뮤니티 활동 경험"
"• JavaScript(ES6 이상), node.js 개발 능력을 보유하신 분
• RDB 또는 Nosql 설계 및 개발이 가능하신 분
• HTML5, CSS3, 웹 표준의 이해가 높으신 분
• 유연한 문제해결 능력과 투명한 커뮤니케이션 역량을 보유하신 분
• 담당 업무에 몰입할 수 있고, 그 과정에서 얻게 되는 성취와 성장에 가치를 두는 분
• 서비스 품질에 대한 책임감과 개선에 대한 의지가 있으신 분","• 코딧 플랫폼의 API 서버를 개발하는 일을 합니다.
• 법안/법령/정책 등 고객에게 제공하는 다양한 종류의 데이터를 웹 또는 공공 API에서 수집하는 일을 합니다.
• 데이터를 수집하는 여러 크롤러의 데이터 파이프라인을 구축 및 운영합니다.","• Typescript, Python 개발 경험이 있는 분
• Beautifulsoup4, Puppeteer 능숙하신 분
• ELK를 이용하여 데이터 인덱싱 또는 API 연동 경험이 있는 분
• Apache Airflow를 이용하여 크롤러 스케줄링 및 운영 경험이 있는 분
• 어려운 문제를 주도적으로 해결한 경험이 있거나 즐기는 분
• 긍정적이고 능동적인 마인드를 보유한 분
• 변하는 상황에 맞춰 다양한 업무를 경험하고 싶은 분
• 성장하는 스타트업을 경험하고 싶으신 분"
"- 컴퓨터 전공자 우대
- 정보처리기사, SQLD,OCP자격보유자 우대
- 전산직 경력 5년 이상자 우대","● 서버/네트워크 관리 및 운영
● 전산시스템(ERP 등) 관리 및 운영","우대사항(공통)
- 해당분야 경력 3년 이상 경력자 / 전기/전자공학 전공자(연구개발에한함)
- 석사학위 취득자
- 어학능력 우수자(OPIC IM 2급 이상)
- 보훈대상자"""
"• Linux 환경에 대해 이해가 있으신 분
• Python 백엔드 개발 역량을 보유하신 분
• Docker, Kubernetes 등 컨테이너 서비스에 대한 이해가 있으신 분
• Javascript, React 등 프론트엔드 개발 경험이 있으신 분","• AI 기반 애플리케이션 개발 및 기능 패치
• AI 기반 애플리케이션 인프라 설치 및 배포
• AI 기반 애플리케이션 기술지원, 유지보수
• AI 기반 애플리케이션 트러블슈팅 및 버그 패치
• AI 기반 프로젝트 지원","• AI MLOps 및 DevOps에 대한 이해가 있으신 분
• Kubernetes 클러스터 서비스 기반 환경을 구축하고 배포해본 경험이 있으신 분
• AWS, Azure, GCP 클라우드 플랫폼 사용 경험이 있으신 분
• Mysql, MariaDB 등 RDB 기반 데이터베이스 이해가 있으신 분
• Git 기반 협업 경험이 있는 분
• Linux 쉘 스크립트 개발 경험이 있으신 분
• RESTful API 설계 및 개발 경험이 있으신 분
• AI 및 LLM 최신 기술 트렌드에 관심이 많은 분"
"• Python 기반 AI 서비스 개발 경험이 있는 분
• FastAPI 등 Python 웹프레임워크 개발 경험이 있는 분
• React 기반 Frontend 개발 경험이 있는 분
• Docker, Kubernetes 환경 서비스 개발 경험이 있는 분
• RAG 시스템 구축 및 운영 경험이 있는 분
• MariaDB, PostgreSQL 등 다양한 형태의 데이터베이스 경험이 있는 분
• Javascript/TypeScript, Node.js 기반 backend 개발 경험이 있는 분","• RAG 시스템 인프라 설계 및 구축
• 데이터 파이프라인 구축
• LLM 기반 AI 시스템 또는 Agent Workflow 시스템 개발
• MLOps,LLMOps 환경 구축 및 운영
• AI-OCR 시스템 구축 및 운영","• AI MLOps,LLMOps에 대한 이해가 있으신 분
• AWS,GCP,Azure 등 클라우드 기반의 AI인프라 구축 및 관리 경험
• LangChain, LlamaIndex 등 LLM 프레임워크 경험
• 벡터 DB 및 검색 엔진 활용 경험
• LLM 성능 최적화를 위한 프롬프트 엔지니어링 또는 RAG 구조 최적화 경험
• AI 도구를 통한 개발자 생산성 향상, 자동화 개발 유경험자
• GitHub 기여, 기술 블로그 운영, 개발 커뮤니티 참여 경험
• 기술만이 아닌 ‘사용자 가치’를 고민하는 제품 중심 사고"
"• 총 경력 2년 이상(python, fastapi, sqlalchemy 개발 경력이 최소 1년 이상)
• 비동기 프로그래밍(asyncio 등)에 익숙하신 분
• 데이터베이스 설계 능력을 보유하신 분
• AWS 환경 경험 및 CI/CD 구축 경험 (Github Action)
• Docker Swarm 혹은 kubernetes와 같은 컨테이너 오케스트레이션 툴 기반으로 서비스를 운영해보신 분
• 밝은 성격과 긍정적인 마인드, 원활한 의사소통 능력으로 대인 관계가 원활하신 분","• 신규 서비스 설계 및 개발, 배포
• 기존 서비스 유지보수 및 성능 개선
• 온프레미스, 클라우드 등 다양한 환경에서의 시스템 개발 및 운영","• AI 모델 서빙 경험이 있으신 분
• 분산 처리 시스템 구축 또는 운영 경험
• MSA 기반 서비스 개발 경험
• 서버 부하 감소 혹은 비용 감소를 고려하여 개선해본 경험이 있으신 분
• 대용량 트래픽 처리 경험이 있으신 분
• python 외에도 다른 언어에 관심이 있으신 분 

[기술스택]
• 프로그래밍 언어 : python
• 프레임워크 : fastapi
• 데이터베이스 : postgresql, redis, timescaledb
• 메시지 브로커 : rabbitmq
• 컨테이너 오케스트레이션 : docker, docker swarm (추후 서비스가 커지면 kubernetes 도입 예정)
• 클라우드 : AWS
• CI/CD : github action
• 버전 관리 : git
• 모니터링 및 로깅 : grafana, prometheus, loki, tempo
• 협업 도구 : slack, jira, confluence, notion"
"• 금융회사 및 전자금융업계 시스템 개발 경력 3년차 이상 및 코드리뷰 역량을 보유하신 분을 원해요.
• Java/Kotlin, React 등 IT서비스 개발 경험 혹은 관련 지식을 보유하여 로직 검증이 가능하신 분을 원해요.
• 전자금융감독규정, 전자금융거래법에 대한 이해도가 있으신 분을 원해요.","• 전문성을 바탕으로 코드 레벨에서의 점검 및 개선을 통해서 안전하고 신뢰감 있는 카카오페이를 만들어요.
• 비교, 추천 알고리즘 소스의 신규/변경/폐기에 대한 적정성 정기점검 수행 및 보고를 담당해요.
• 신규 상품 및 서비스 출시 단계에서, 검토요청에 따라 프로그램 개발 로직의 적정성을 검토해요.
• 금융상품 서비스 변경시, 최종 결과물에 대한 코어 소스를 점검하고 이슈사항을 확인해요.
• API 프로그램 코드에 대한 상시/정기 점검 및 보고를 수행해요.","• 원활한 커뮤니케이션과 효과적인 협업 및 문제해결 능력을 갖추신 분이면 더 좋아요.
• 문제의식과 책임감이 높으신 분이면 더 좋아요.
• 금융/핀테크/전자금융업 IT환경에 대한 이해가 높으신 분이면 더 좋아요.
• 금융회사, 전자금융업계 및 회계법인에서 IT감사, 내부통제 업무 경력이 있으신 분이면 더 좋아요."
• Node.js 및 Express를 활용한 서버 개발 경험,"■ 백엔드 개발자 (Node.js/Express 기반)
• AI inference 및 병기 판정 알고리즘 서버 구축 및 운영
• 의료 데이터(EMR, PACS 등) 연동 API 개발","■ 백엔드 개발자 (Node.js/Express 기반)
• MySQL 데이터베이스 경험
• RESTful API 설계 및 개발 경험
• Firebase 관련 경험
• AWS 클라우드 서비스 활용 능력
• 의료 데이터 처리 및 보안 관련 지식
• Swagger를 활용한 API 문서화 경험
• TypeScript 활용 능력"
"•React JS 웹 프론트엔드 개발 경력 5년 이상이신 분
•생성형 AI를 적극 활용하여 개발 생산성과 기술 경쟁력을 향상시키고, 문제해결/고부가가치 업무로의 전환 등 업무 방식을 개선하는 데에 관심이 있으신 분
•웹 게임 또는 게이미피케이션 기반 웹 서비스 개발 유경험자이신 분
•소프트웨어 아키텍쳐 및 테스트 주도 개발 방법론에 대한 이해도를 보유하신 분","1) 컬리 라운지 웹 개발

•컬리앱 라운지탭 내의 웹 기반 컨텐츠 개발
•라운지 컨텐츠 기반 신규 웹사이트 개발


2) 게이미피케이션 기반 웹 서비스 개발

•마이컬리팜, 오늘의타로 등 기존 서비스 신규 기능 개발 및 유지보수
•게이미피케이션 기반 웹 서비스, 게임 신규 개발","•코드 리뷰에 진심이신 분 (코칭이 아닌 객관적 근거로 토론이 가능한 분)
•자기 주도적 학습과 목표 설정이 가능하신 분
•가설 기반으로 빠른 iteration 경험이 있으신 분 (매주 최소 3회 이상 실험 수행) 
•GPT, Gemini, LangChain 등 새로운 기술을 적극 활용한 경험이 있거나, 이에 열려 있으신 분"
"• 관련 경력 3년 이상 또는 그에 준하는 뛰어난 역량을 갖추신 분을 찾습니다. 
• C# 및 .NET을 활용한 서버 개발 경험이 풍부하며, 실제 상용 서비스 개발 및 운영 경험이 있으신 분을 찾습니다. 
• 확장성과 안정성을 고려한 서비스 아키텍처 설계 경험이 있으신 분을 찾습니다.
• Git을 능숙하게 사용하여 버전 관리 및 협업 프로젝트를 효율적으로 진행할 수 있으며, 코드 리뷰 문화에 익숙하신 분을 찾습니다.
• 주어진 요구사항을 단순히 구현하는 것을 넘어, 본질적인 문제를 분석하고 효율적인 해결 방안을 찾아 코드로 구현할 수 있는 탁월한 문제 해결 능력을 보유하신 분을 찾습니다.
• 라이브 서비스 운영 경험이 있으며, 예측 불가능한 서비스 문제 발생 시 신속하게 원인을 파악하고 안정적으로 대응하여 해결할 수 있는 역량을 갖추신 분을 찾습니다.
• WebSocket, gRPC 등 다양한 네트워크 프로토콜을 활용한 개발 경험이 있으며, 고성능 통신 환경 구축에 대한 이해가 깊으신 분을 찾습니다.
• FirestoreDB, MongoDB, Redis 등 NoSQL 데이터베이스 또는 인메모리 데이터 스토어 사용 경험이 있으신 분을 찾습니다.
• GCP, AWS 등 Public Cloud 환경에서 실제 서비스를 설계, 구축, 운영해 본 경험이 있으신 분을 찾습니다.","• 프레임워크 아키텍처 설계 및 개선 : 안정적이고 확장 가능한 플랫폼의 핵심 프레임워크 아키텍처를 설계하고 지속적으로 개선합니다. 이를 통해 개발 효율성을 높이고 서비스의 견고한 기반을 다집니다.
• 공용 콘텐츠 내재화 및 가이드 : 여러 서비스에서 공통으로 사용될 핵심 콘텐츠 및 모듈을 내재화하고, 다른 팀들이 이를 효율적으로 활용할 수 있도록 명확한 개발 가이드를 제공합니다.
• 제공 기술 지원 및 서비스 문서화 : 개발된 기술 스택과 서비스의 동작 방식에 대한 명확하고 상세한 기술 문서를 작성하여 팀 내 지식 공유를 활성화하고 효율적인 협업을 지원합니다.
• 새로운 기술에 대한 R&D : 최신 기술 트렌드를 주시하고, 서비스 개선 및 확장을 위한 새로운 기술을 탐색하고 연구 개발하여 실제 적용 가능성을 타진합니다.","•새로운 기술 트렌드에 대한 깊은 관심과 함께, 단순히 지켜보는 것을 넘어 신기술 도입 및 실제 프로젝트에 적용하는 데 적극적으로 참여하고자 하는 열정이 있으신 분이면 더 좋습니다. 
• 대규모 서비스 및 고성능 트래픽을 안정적으로 처리할 수 있는 아키텍처를 직접 설계하고, 구축 및 운영해 본 경험이 있으신 분이면 더 좋습니다. 
• 자신이 개발하고 제공하는 서비스에 대해 적극적으로 기술 가이드를 제공하고, 동료 개발자들의 기술적 성장을 돕는 것을 즐기시는 분이면 더 좋습니다. 
• 개발 과정에서 문서화의 중요성을 깊이 이해하고 있으며, 명확하고 체계적인 문서 작성을 통해 지식 공유와 협업 시너지를 창출할 수 있는 분이면 더 좋습니다."
"• 웹/백엔드 개발 경력 3년 이상 보유
• Java/Spring Boot로 RESTful API 설계·구현·문서화 경험
• 코드 리뷰·기술 설계 주도 및 원활한 팀 커뮤니케이션 능력
• 문제 해결 의지와 이를 실행으로 옮길 수 있는 능력
• 고객 서비스 개발 및 비즈니스 개발에 대한 높은 관심
• 서비스 기획 단계부터 릴리즈·운영까지 전 과정에 적극적으로 참여하려는 의지","• Java/Spring 기반 신규 PG 서비스(결제·정산·백오피스(Admin)) 설계·개발·운영
• PHP 기반 레거시 시스템 운영·모니터링 및 기능 개선
• RESTful API 설계·구현·문서화
• 대용량 트래픽 처리 및 시스템 성능 최적화를 위한 아키텍처 설계·주도
• 동료 개발자와의 협업을 통한 코드 리뷰·기술 설계·운영 모니터링","• Payment(결제·정산·송금) 도메인 근무 경험
• 시스템 운영 및 기능 개선 경험
• AWS/Kubernetes 환경에서 CI/CD 파이프라인 구축·운영 경험
• 테스트 자동화(TDD) 및 코드 품질 관리 도구 활용 경험"
"• 총 경력 10년 이상(국내 ERP솔루션 개발 경력 3년이상)
• MyBatis를 이용한 데이터베이스 연동 및 쿼리작성
• PL/SQL, Java 및 Spring 프레임워크를 활용한 개발
• 학사 이상 학위 소지","• 재무회계 프로세스 개선 및 ERP 시스템 분석/설계/개발
  주 개발업무 대상
 - 재무회계, 결산, 고정자산, 자금관리, 전표관리, 재무제표, 예산관리, 세무관리, 리스관리 등
• 제안서, 제품소개서 등 요청자료의 작성 및 지원","• IFRS, K-IFRS, 내부회계관리제도 대응 시스템 경험자
• 정보처리기사 및 회계관련 자격증 보유자"
"ㆍ경력 : 경력3년 이상
ㆍRuby on Rails 프로그래밍 언어 가능자
ㆍ클라우드 환경 서비스 운영 경험자 (AWS)
ㆍ최신 웹 기술 및 REST API 대한 이해도 높은자 
ㆍCI/CD 파이프라인을 통해 운영 환경에 서비스 구현 경험자
ㆍDBMS(mySQL) 사용 가능자
ㆍGraphQL 사용에 능통자","백엔드 개발 
＞＞ 서버 및 프로그램 개발
ㆍAPI 개발 (Ruby on Rails)
ㆍSDK 개발 (Open API)
ㆍ인프라 구축 및 운영 (배포 자동화 등)","ㆍRuby on Rails 이용한 개발 및 운영 경험
ㆍ대규모 트래픽 및 글로벌 서비스 경험
ㆍElastic Stack 사용 경험
ㆍInfrastructure 구축 경험 (Terraform.)
ㆍPOS System애 대한 이해가 있으신분"
"• 웹 애플리케이션 개발 및 운영 경력 2년 이상 또는 그에 준하는 실력을 보유한 분
• Java 및 Spring Framework 기반 Web Application, RESTful API 개발 경험이 있는 분
• MSA(Microservices Architecture) 기반 시스템 개발 및 운영 경험이 있는 분","• 여기어때의 예약 및 결제 플랫폼 백엔드 개발 및 운영
• 다양한 예약/결제 수단에 대한 연동 및 시스템 설계
• 안정성과 확장성을 고려한 서비스 아키텍처 설계 및 개선
• 사용자 경험을 고려한 결제 흐름 최적화 및 성능 개선","• E-Commerce, O2O 서비스 개발 경험이 있는 분
• 대용량 트래픽 처리를 위한 시스템 설계 경험이 있는 분
• Backend 환경 이외에 웹/앱/데이터 등의 기술에 대한 기본 지식이 있는 분
• SQL Query의 작성 및 분석/튜닝이 가능한 분
• 논리적이고 체계적인 문제 해결 능력과 커뮤니케이션 능력을 보유한 분
• 컨테이너 기반 기술(Docker/ECS/K8S) 이행 및 경험이 있는 분
• JPA, Hibernate 등 ORM 사용과 도메인 모델링 경험이 있는 분
• AWS를 이용한 개발, 상용 서비스 운영 경험이 있는 분
• Event 기반 서비스를 경험해 보고 운영 경험이 있는 분
• PG 연동을 위한 시스템을 설계/개발하거나 운영해 본 경험이 있는 분
• 간편결제 시스템을 설계/개발하거나 운영해 본 경험이 있는 분
• 프론트엔드/앱/데이터 영역에 대한 기초적인 기술 이해가 있는 분"
"• 2년 ~ 5년 이하의 백엔드 개발 경험이 있으신 분
• 이미 동작하는 코드를 빠르게 이해하고, 디버깅 등을 통해 원활히 수정할 수 있으신 분
• Golang 사용경험, 혹은 여러 프로그래밍 언어를 사용하는데 두려움이 없으신 분
• API 서버 개발 경험이 있으신 분
• 기본적인 Database, linux 시스템 이용 능력이 있으신 분
• Docker 관련 기본적인 이해 및 사용 경험이 있으신 분
• AWS, GCP 등 클라우드 인프라 사용 경험이 있으신 분
• 원활한 커뮤니케이션 및 협업 능력이 있으신 분","• 미프/KLAT 서비스 백엔드 기능 개발 및 운영
1. Golang 으로 개발된 미프/KLAT 서비스의 백엔드 서버를 개발하고 운영하게 됩니다.
2. 백엔드 기능 개발부터 클라우드 인프라 운영까지 다양한 업무를 진행하게 됩니다.

• 인프라 및 배포 환경 구축 / 관리
1. cockroachdb, mysql, redis, dynamodb 등 다양한 데이터베이스의 특성을 이해하고 장단점에 따라 혼용하게 됩니다.
2. 일부 nodejs로 구현된 레거시 코드를 개선하여 golang으로 전환하게 됩니다.

• 팀 내 다른 프로젝트 백업","• 머신러닝 관련 역량을 보유하신 분
• terraform 관련 역량을 보유하신 분
• 침입탐지, 보안관련 역량을 보유하신 분

참고하세요! 
• 3개월 계약직 (수습기간) 근무 후 평가를 통해 정규직 전환 여부가 결정돼요.
• 채용절차는 서류전형 1차 실무 면접, 2차 인성 면접, 최종 합격으로 진행해요. (면접 단계는 축소되거나 추가될 수 있어요)
• 모든 채용 과정은 채용절차법을 준수하고 있어요.
• 직무수행과 무관한 정보(결혼유무, 본적 등)는 삭제하고 제출해주세요.
• 해외여행 및 근무에 결격사유가 없어야 해요.(남성의 경우 병역을 마쳤거나 면제 받은 분)
• 지원서 내용이 사실과 다를 경우, 채용이 취소되거나 불이익을 받을 수 있어요."
"• Front-end 개발 경험 (react 프레임워크, HTML/CSS/JavaScript 등)
• Back-end 개발 경험 - Java 개발 경험 (spring framework, batch)
• Restful API 기반 개발 경험
• RDBMS (Oracle/PostgreSQL/MySQL) 경험
• Linux 기반지식 보유 (기본 명령어, Shell)
• Git 명령어를 통한 commit/merge 등 Git 사용이 자유로운 분","• React 기반 Portal / Dashboard 개발 (publishing 포함) 
• Java Spring 기반 Back-end 개발 
• OpsNow Prime ITSM/Dashboard/Storage 서비스 개발
• Go lang기반 서비스 분석 및 마이그레이션
• 특정 타겟 virtual mechine의 agent install 자동화 개발","• Prometheus, Grafana, Istio, Jenkins, Vault, n8n, Keycloak, Redis, Kafka, RabbitMQ, MinIO 등 다양한 오픈소스 솔루션을 활용한 개발 경험
• NAT, Bridge, Bastion, Service Mesh 등 서버 및 네트워크 구조에 대한 전반적인 이해를 바탕으로 한 설계 및 운영 경험
• Kafka Queue, TSDB 등 분산 시스템 기반의 구조를 활용한 대규모 트래픽 처리 경험
• GitOps 환경에서 GitHub Actions, ArgoCD, Argo Workflow, Jenkins 등을 이용한 자동화 및 CI/CD 파이프라인 구축 경험
• Kubernetes 클러스터 내 etcd, Deployment, DaemonSet 등의 리소스를 직접 운영 및 튜닝한 경험
• Kubernetes, Docker, Docker Compose, Podman 등을 활용한 컨테이너 기반 배포 환경의 설계 및 운영 경험
• LLM 기반 코딩툴을 활용한 개발 업무 자동화 및 생산성 향상 경험"
"• 서버 개발 분야 5년 이상의 경력, 혹은 그에 준하는 경험이 있으신 분
• 웹서비스에 대한 기초 지식을 가지신 분
• 코드 리뷰 및 협업에 능한 커뮤니케이션 능력을 가지신 분
• 할 수 있는 방법을 고민하며, 동료들과 함께 실행하고, 성취하며 성장하기를 원하시는 분
• 동료를 존중하고 협업하며 함께 성장하는 환경을 원하시는 분
• 끊임없는 학습 능력을 갖추신 분","플리토 핵심 서비스 개발 및 개선
• 사용자에게 더 나은 번역 경험을 제공하기 위해 다양한 서비스 기능을 개발하고 기존 시스템을 개선합니다.

백오피스 시스템 개발 및 운영
• 내부 운영 효율성을 극대화하기 위한 백오피스 시스템을 설계하고 개발합니다.

파트너사 연동 및 커스터마이징
• 국내외 다양한 파트너사의 비즈니스 요구에 맞춰 솔루션을 연동하고 맞춤형 개발을 진행합니다.


□ 참고사항
• 플리토 기술 스택
   - Core: TypeScript, Javascript, Vue, Nuxt , React, Angular
   - State Management: pinia, tanstack
   - Styling: CSS, SCSS
   - Lint & formating : ESLint, Prettier
   - Test : Vitest, Storybook, Cypress
   - Build & Infra: pnpm, Monorepo(pnpm workspace + turborepo), Vite
   - Collaboration: Jira, Confluence, Slack, Figma

• CTO 강동한 님의 2022인프런 강의
     “ 언어와 함께 성장하기 – Node.js와 10년, v0.8부터 v16까지 ”
        https://www.inflearn.com/course/infcon2022/unit/120676

• AWS 서밋 서울 2023 키노트
        https://www.youtube.com/watch?v=xYYHB5zfNmo&t=1480s","• 오픈 소스 개발 경력이 있으신 분
• Node.js 개발 경험 있으신 분
• 영문 기술 문서에 거부감이 없으신 분"
"• Java 및 Spring Boot 프레임워크를 활용한 웹 애플리케이션 개발 경험 (개인/팀 프로젝트 등)
• 자료구조, 알고리즘, 네트워크 등 탄탄한 CS 기본 지식을 갖추신 분
• 멀티테넌트 AI Agent 개발 경험 및 Spring AI 프레임워크 사용 경험","1. Spring Boot 기반의 백엔드 API 설계 및 개발
2. AI Agent 백엔드 모듈 개발 협업 및 RAG 검색 개발
3. 사용자 데이터 소스(Google Drive, Notion 등) 연동 및 데이터 인덱싱 시스템 개발
4. AWS(EC2, RDS, S3, Lambda 등) 환경에서 서비스 운영 및 배포 자동화","• Docker, Kubernetes 등 컨테이너 기반 인프라 경험이 있으신 분
• Python, Node.js 등 추가적인 프로그래밍 언어 사용이 가능하신 분
• 개인 블로그 운영, 오픈소스 프로젝트 기여 등 꾸준한 학습과 성장을 증명할 수 있는 분

* 이력서 제출 팁
• 자격 요건 및 우대 사항에 맞는 부분에 대해서 최대한 자세히 기술해 주세요."
